skill,parry,durch_cost,compound_cost,start_spiritus,information,timing,recovery,future_fights,basic_parry_declarations_per_fight,basic_parry_after_known_per_fight,basic_parry_after_known_opportunity_rate,basic_parry_defensive_opportunity_rate,basic_parry_success_rate_when_rolled,parry_interruption_rate,parry_durch_decline_fraction,durch_declaration_rate,durch_decline_rate,durch_success_rate,durch_damage_per_fight,durch_spiritus_per_fight,compound_spiritus_per_fight,total_spiritus_per_fight,mean_end_spiritus_per_combatant,end_at_0_rate,end_at_1_2_rate,unused_spirit_at_defeat_mean,allow_parry_hit_chance_mean,durch_success_chance_mean,accepted_actor_spirit_mean,accepted_opponent_spirit_mean,declined_actor_spirit_mean,declined_opponent_spirit_mean
10,P0,2,1,3,adaptive_revelation,pre,R0,0,0.491,0.009,0.23684210526315788,0.24379344587884808,0.4908350305498982,0.0,0.0,0.44542772861356933,0.5545722713864307,0.33112582781456956,0.147,0.20133333333333334,0.9436666666666667,1.145,2.4275,0.006833333333333334,0.44033333333333335,2.3875040466170283,0.0,0.3223509933774837,2.933774834437086,1.880794701986755,2.6835106382978724,1.8563829787234043
10,P0,2,1,1,adaptive_revelation,pre,R0,0,0.7606666666666667,0.0,0.0,0.3664686044644291,0.5113935144609991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27266666666666667,0.27266666666666667,0.8636666666666667,0.13633333333333333,0.8636666666666667,0.8636073932441045,0.0,0.0,0.0,0.0,0.9403973509933775,0.0
10,P1,0,0,8,adaptive_revelation,pre,R0,0,0.393,0.03966666666666667,0.2199630314232902,0.19712422671794014,0.5063694267515924,0.4673452078032231,0.5326547921967769,0.6489661654135338,0.35103383458646614,0.3555394641564084,0.7226666666666667,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.5,0.39315579890492763,8.0,8.0,8.0,8.0
10,P1,0,0,5,adaptive_revelation,pre,R0,0,0.38533333333333336,0.044333333333333336,0.2289156626506024,0.19221815763219155,0.49585406301824214,0.47837370242214533,0.5216262975778547,0.658570761326483,0.34142923867351704,0.32056737588652484,0.6963333333333334,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.5,0.39232488822652767,5.0,5.0,5.0,5.0
10,P1,0,0,3,adaptive_revelation,pre,R0,0,0.39966666666666667,0.03833333333333333,0.20318021201413428,0.20030070163715336,0.4482758620689655,0.5162635529608006,0.4837364470391993,0.6758012076172782,0.32419879238272176,0.3642611683848797,0.8026666666666666,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.5,0.39621621621621683,3.0,3.0,3.0,3.0
10,P1,0,0,1,adaptive_revelation,pre,R0,0,0.36666666666666664,0.03833333333333333,0.20353982300884957,0.1854036743637283,0.49256505576208176,0.5109090909090909,0.4890909090909091,0.681104236078058,0.3188957639219419,0.36617749825296997,0.7803333333333333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.3888776028440838,1.0,1.0,1.0,1.0
10,P1,0,1,8,adaptive_revelation,pre,R0,0,0.427,0.049,0.24540901502504173,0.20846216436126933,0.5333333333333333,0.47306791569086654,0.5269320843091335,0.6335773101555352,0.3664226898444648,0.3364620938628159,0.7183333333333334,0.0,1.099,1.099,7.4505,0.0,0.0,7.431633647288081,0.5,0.4049029126213595,7.816606498194946,7.226714801444043,7.802746566791511,7.591760299625468
10,P1,0,1,5,adaptive_revelation,pre,R0,0,0.4593333333333333,0.048666666666666664,0.2621184919210054,0.22501632919660353,0.5196629213483146,0.4833091436865022,0.5166908563134979,0.6304736371760501,0.36952636282394996,0.36073706591070165,0.7806666666666666,0.0,1.053,1.053,4.4735,0.0,0.008166666666666666,4.456408588158751,0.5,0.4144606688648139,4.800141743444366,4.289865343727852,4.81136638452237,4.648125755743652
10,P1,0,1,3,adaptive_revelation,pre,R0,0,0.4653333333333333,0.04933333333333333,0.26287744227353466,0.22706571242680545,0.5022556390977444,0.5236389684813754,0.47636103151862463,0.6406906206252917,0.35930937937470836,0.3663510560815732,0.748,0.0,0.9876666666666667,0.9876666666666667,2.5061666666666667,0.0028333333333333335,0.4136666666666667,2.4848878778030548,0.5,0.41692836113837145,2.823015294974508,2.3605243991260014,2.8155844155844156,2.6844155844155844
10,P1,0,1,1,adaptive_revelation,pre,R0,0,0.8063333333333333,0.088,0.38372093023255816,0.37416860015467907,0.4939073923639318,0.49111202976436547,0.5088879702356346,0.5123094958968347,0.4876905041031653,0.482837528604119,0.9673333333333334,0.0,0.2833333333333333,0.2833333333333333,0.8583333333333333,0.14166666666666666,0.8583333333333333,0.8497772119669,0.5,0.48798190401258873,0.9473684210526315,0.8619374523264683,0.9447115384615384,0.9302884615384616
